;Al;C;Co;Cr;Cu;Fe;Hf;Mn;Mo;Nb;Ni;Re;Ru;Si;Ta;Ti;V;W;Zr;UTS (MPa);Elongation (%);Mass price (USD/kg);Supply risk;Normalized vulnerability to supply restriction;Embodied energy (MJ/kg);Rock to metal ratio (kg/kg);Water usage (l/kg);Human health damage;Human rights pressure;Labor rights pressure;Class
Stainless steel, martensitic, AISI 431, tempered at 260?;0.0;0.00305;0.0;0.0095;0.0;0.9775;0.0;0.005;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1610.0;10.0;0.8254033499999994;0.034499869570568165;0.10123136564592307;30.836249999999996;18.5161969431507;53.49035;2.5445853780514067;33.00620833488375;33.97628491805547;Steels
Stainless steel, martensitic, AISI 431, tempered at 593?;0.0;0.00305;0.0;0.0095;0.0;0.9775;0.0;0.005;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1497.5;11.0;0.8254033499999994;0.034499869570568165;0.10123136564592307;30.836249999999996;18.5161969431507;53.49035;2.5445853780514067;33.00620833488375;33.97628491805547;Steels
Stainless steel, martensitic, AISI 440A, annealed;0.0;0.00305;0.0;0.0095;0.0;0.9775;0.0;0.005;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1280.0;13.0;0.8254033499999994;0.034499869570568165;0.10123136564592307;30.836249999999996;18.5161969431507;53.49035;2.5445853780514067;33.00620833488375;33.97628491805547;Steels
Stainless steel, martensitic, AISI 440A, tempered at 316?;0.0;0.00305;0.0;0.0095;0.0;0.9775;0.0;0.005;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1032.5;17.0;0.8254033499999994;0.034499869570568165;0.10123136564592307;30.836249999999996;18.5161969431507;53.49035;2.5445853780514067;33.00620833488375;33.97628491805547;Steels
Stainless steel, martensitic, AISI 440B, annealed;0.0;0.00305;0.0;0.0095;0.0;0.9775;0.0;0.005;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;812.5;22.0;0.8254033499999994;0.034499869570568165;0.10123136564592307;30.836249999999996;18.5161969431507;53.49035;2.5445853780514067;33.00620833488375;33.97628491805547;Steels
Stainless steel, martensitic, AISI 440B, tempered at 316?;0.0;0.00355;0.0;0.0095;0.0;0.974;0.0;0.008;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;655.5;13.0;0.8279380999999993;0.036103484699794186;0.10126219991688734;31.036799999999992;18.770793137210795;54.186474999999994;2.566560871811206;33.00224209393117;34.01781468075624;Steels
Stainless steel, martensitic, AISI 440C, annealed;0.0;0.00355;0.0;0.0095;0.0;0.974;0.0;0.008;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1120.5;9.0;0.8279380999999993;0.036103484699794186;0.10126219991688734;31.036799999999992;18.770793137210795;54.186474999999994;2.566560871811206;33.00224209393117;34.01781468075624;Steels
Stainless steel, martensitic, AISI 440C, tempered at 316?;0.0;0.00405;0.0;0.0095;0.0;0.973;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;657.5;25.5;0.8285328499999993;0.036506704157544534;0.1012610514825017;31.166387499999995;18.851481275527604;54.45285;2.58049699652348;33.029852267707746;34.044699658341045;Steels
Stainless steel, martensitic, ASTM CA-15, cast, tempered at 315?;0.0;0.00405;0.0;0.0095;0.0;0.973;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1020.0;17.5;0.8285328499999993;0.036506704157544534;0.1012610514825017;31.166387499999995;18.851481275527604;54.45285;2.58049699652348;33.029852267707746;34.044699658341045;Steels
Stainless steel, martensitic, ASTM CA-15, cast, tempered at 595?;0.0;0.00405;0.0;0.0095;0.0;0.973;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1772.5;8.0;0.8285328499999993;0.036506704157544534;0.1012610514825017;31.166387499999995;18.851481275527604;54.45285;2.58049699652348;33.029852267707746;34.044699658341045;Steels
Stainless steel, martensitic, ASTM CA-15, cast, tempered at 650?;0.0;0.00405;0.0;0.0095;0.0;0.973;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1550.0;9.0;0.8285328499999993;0.036506704157544534;0.1012610514825017;31.166387499999995;18.851481275527604;54.45285;2.58049699652348;33.029852267707746;34.044699658341045;Steels
Stainless steel, martensitic, ASTM CA-15, cast, tempered at 790?;0.0;0.00405;0.0;0.0095;0.0;0.973;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1247.5;13.0;0.8285328499999993;0.036506704157544534;0.1012610514825017;31.166387499999995;18.851481275527604;54.45285;2.58049699652348;33.029852267707746;34.044699658341045;Steels
Stainless steel, martensitic, ASTM CA-40, cast, tempered at 315?;0.0;0.00405;0.0;0.0095;0.0;0.973;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;950.0;18.0;0.8285328499999993;0.036506704157544534;0.1012610514825017;31.166387499999995;18.851481275527604;54.45285;2.58049699652348;33.029852267707746;34.044699658341045;Steels
Stainless steel, martensitic, ASTM CA-40, cast, tempered at 595?;0.0;0.00405;0.0;0.0095;0.0;0.973;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;760.0;22.0;0.8285328499999993;0.036506704157544534;0.1012610514825017;31.166387499999995;18.851481275527604;54.45285;2.58049699652348;33.029852267707746;34.044699658341045;Steels
Stainless steel, martensitic, ASTM CA-40, cast, tempered at 650?;0.0;0.00505;0.0;0.0095;0.0;0.972;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;730.0;20.0;0.8279773499999993;0.036496453872598256;0.10117019546548796;31.361987499999994;18.89091884833235;54.66759999999999;2.601527271772625;33.08429566653863;34.0660688435789;Steels
Stainless steel, martensitic, ASTM CA-40, cast, tempered at 760?;0.0;0.00505;0.0;0.0095;0.0;0.972;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1155.0;11.5;0.8279773499999993;0.036496453872598256;0.10117019546548796;31.361987499999994;18.89091884833235;54.66759999999999;2.601527271772625;33.08429566653863;34.0660688435789;Steels
Stainless steel, martensitic, ASTM CA-6NM, cast, tempered;0.0;0.00505;0.0;0.0095;0.0;0.972;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1930.0;10.0;0.8279773499999993;0.036496453872598256;0.10117019546548796;31.361987499999994;18.89091884833235;54.66759999999999;2.601527271772625;33.08429566653863;34.0660688435789;Steels
Stainless steel, martensitic, ASTM CB-7Cu, cast, aged at 480?;0.0;0.00505;0.0;0.0095;0.0;0.972;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1765.0;10.0;0.8279773499999993;0.036496453872598256;0.10117019546548796;31.361987499999994;18.89091884833235;54.66759999999999;2.601527271772625;33.08429566653863;34.0660688435789;Steels
Stainless steel, martensitic, ASTM CB-7Cu, cast, aged at 495?;0.0;0.00505;0.0;0.0095;0.0;0.972;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1517.5;12.0;0.8279773499999993;0.036496453872598256;0.10117019546548796;31.361987499999994;18.89091884833235;54.66759999999999;2.601527271772625;33.08429566653863;34.0660688435789;Steels
Stainless steel, martensitic, ASTM CB-7Cu, cast, aged at 550?;0.0;0.00505;0.0;0.0095;0.0;0.972;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1207.5;15.0;0.8279773499999993;0.036496453872598256;0.10117019546548796;31.361987499999994;18.89091884833235;54.66759999999999;2.601527271772625;33.08429566653863;34.0660688435789;Steels
Stainless steel, martensitic, ASTM CB-7Cu, cast, aged at 580?;0.0;0.00505;0.0;0.0095;0.0;0.972;0.0;0.00875;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;957.5;19.0;0.8279773499999993;0.036496453872598256;0.10117019546548796;31.361987499999994;18.89091884833235;54.66759999999999;2.601527271772625;33.08429566653863;34.0660688435789;Steels
Stainless steel, martensitic, ASTM CB-7Cu, cast, aged at 595?;0.0;0.00195;0.0;0.005;0.0;0.964;0.0;0.0055;0.0025;0.0;0.01825;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;580.0;29.0;0.9853928999999993;0.0321959767144967;0.10090638094581668;30.797174999999992;25.10556184767509;54.891275;3.111646676174708;32.8877989615717;34.58792217369595;Steels
Stainless steel, martensitic, ASTM CB-7Cu, cast, aged at 620?;0.0;0.00195;0.0;0.005;0.0;0.964;0.0;0.0055;0.0025;0.0;0.01825;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;792.5;21.0;0.9853928999999993;0.0321959767144967;0.10090638094581668;30.797174999999992;25.10556184767509;54.891275;3.111646676174708;32.8877989615717;34.58792217369595;Steels
Stainless steel, martensitic, Custom 450, H1000;0.0;0.00305;0.0;0.00875;0.00175;0.9525;0.0;0.00825;0.00425;0.0;0.01825;0.0;0.0;0.0025;0.0;0.0;0.00075;0.0;0.0;1596.842102;7.5;1.3660770999999996;0.03799692647246611;0.10115831846774366;36.173737499999994;35.098397468113234;58.74660000000001;3.3801199576938776;32.98999251284344;34.66121307543866;Steels
Stainless steel, martensitic, Custom 450, H1050;0.0;0.0035;0.0;0.00775;0.0;0.9535;0.0;0.0075;0.0035;0.0;0.01825;0.0;0.0;0.004;0.0;0.0;0.002;0.0;0.0;1534.0;8.5;1.8088732500000004;0.0366951327402556;0.1010545816803369;40.31427499999999;32.462725023960935;58.2858;3.3042072433344445;33.16262463615249;34.64569363966971;Steels
Stainless steel, martensitic, Custom 450, H1100;0.0;0.00405;0.0;0.008;0.0;0.9575;0.0;0.007;0.0025;0.0;0.01825;0.0;0.0;0.00225;0.0;0.0;0.0;0.0;0.0;745.0;22.0;1.0141428499999994;0.03481343598569819;0.10089056542091254;32.89205;25.332969454393925;56.916987500000005;3.1945348797616524;32.97553661311232;34.60669108935894;Steels
Stainless steel, martensitic, Custom 450, H1150;0.0;0.00405;0.0;0.008;0.0;0.9575;0.0;0.007;0.0025;0.0;0.01825;0.0;0.0;0.00225;0.0;0.0;0.0;0.0;0.0;1280.0;12.0;1.0141428499999994;0.03481343598569819;0.10089056542091254;32.89205;25.332969454393925;56.916987500000005;3.1945348797616524;32.97553661311232;34.60669108935894;Steels
Stainless steel, martensitic, Custom 450, H900;0.0;0.00405;0.0;0.008;0.0;0.9575;0.0;0.007;0.0025;0.0;0.01825;0.0;0.0;0.00225;0.0;0.0;0.0;0.0;0.0;1887.368408;9.0;1.0141428499999994;0.03481343598569819;0.10089056542091254;32.89205;25.332969454393925;56.916987500000005;3.1945348797616524;32.97553661311232;34.60669108935894;Steels
Stainless steel, martensitic, Custom 450, H950;0.0;0.00405;0.0;0.008;0.0;0.9575;0.0;0.007;0.0025;0.0;0.01825;0.0;0.0;0.00225;0.0;0.0;0.0;0.0;0.0;1822.5;10.0;1.0141428499999994;0.03481343598569819;0.10089056542091254;32.89205;25.332969454393925;56.916987500000005;3.1945348797616524;32.97553661311232;34.60669108935894;Steels
Stainless steel, martensitic, Custom 450, ST;0.0;0.00405;0.0;0.008;0.0;0.9575;0.0;0.007;0.0025;0.0;0.01825;0.0;0.0;0.00225;0.0;0.0;0.0;0.0;0.0;1770.0;10.0;1.0141428499999994;0.03481343598569819;0.10089056542091254;32.89205;25.332969454393925;56.916987500000005;3.1945348797616524;32.97553661311232;34.60669108935894;Steels
Stainless steel, martensitic, Custom 455, H1000;0.0;0.00405;0.0;0.008;0.0;0.9575;0.0;0.007;0.0025;0.0;0.01825;0.0;0.0;0.00225;0.0;0.0;0.0;0.0;0.0;1470.0;10.0;1.0141428499999994;0.03481343598569819;0.10089056542091254;32.89205;25.332969454393925;56.916987500000005;3.1945348797616524;32.97553661311232;34.60669108935894;Steels
Stainless steel, martensitic, Custom 455, H950;0.0;0.00405;0.0;0.008;0.0;0.9575;0.0;0.007;0.0025;0.0;0.01825;0.0;0.0;0.00225;0.0;0.0;0.0;0.0;0.0;1172.5;13.0;1.0141428499999994;0.03481343598569819;0.10089056542091254;32.89205;25.332969454393925;56.916987500000005;3.1945348797616524;32.97553661311232;34.60669108935894;Steels
Stainless steel, martensitic, Custom 465, H1000;0.0;0.00405;0.0;0.008;0.0;0.9575;0.0;0.007;0.0025;0.0;0.01825;0.0;0.0;0.00225;0.0;0.0;0.0;0.0;0.0;965.0;19.0;1.0141428499999994;0.03481343598569819;0.10089056542091254;32.89205;25.332969454393925;56.916987500000005;3.1945348797616524;32.97553661311232;34.60669108935894;Steels
Stainless steel, martensitic, Custom 465, H950;0.0;0.00195;0.0;0.0;0.0;0.969;0.0;0.0055;0.0025;0.0;0.01825;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;510.0;31.0;0.9372803999999993;0.029134668683032716;0.10065184916370502;28.02917499999999;25.06056184767509;52.755024999999996;3.0526928292594615;32.877782637196766;34.64940570155766;Steels
Stainless steel, martensitic, FV535, hardened & tempered;0.0;0.00195;0.0;0.0;0.0;0.969;0.0;0.0055;0.0025;0.0;0.01825;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;575.0;29.0;0.9372803999999993;0.029134668683032716;0.10065184916370502;28.02917499999999;25.06056184767509;52.755024999999996;3.0526928292594615;32.877782637196766;34.64940570155766;Steels
Stainless steel, martensitic, PH 13-8Mo, H1000;0.0;0.00205;0.0;0.0;0.0;0.9515;0.0;0.006;0.0025;0.0;0.035;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;680.0;22.5;1.1113313499999995;0.029269771645453857;0.10041674920658324;30.450749999999996;29.139051839565187;55.8951;3.6203064535367124;32.8222019716784;35.165177093754515;Steels
Stainless steel, martensitic, PH 13-8Mo, H1025;0.0;0.00205;0.0;0.0;0.0;0.9515;0.0;0.006;0.0025;0.0;0.035;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;752.5;24.0;1.1113313499999995;0.029269771645453857;0.10041674920658324;30.450749999999996;29.139051839565187;55.8951;3.6203064535367124;32.8222019716784;35.165177093754515;Steels
Stainless steel, martensitic, PH 13-8Mo, H1050;0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1745.0;9.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, martensitic, PH 13-8Mo, H1100;0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1410.0;10.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, martensitic, PH 13-8Mo, H1150;0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1137.5;13.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, martensitic, PH 13-8Mo, H950;0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;937.5;18.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, precipitation hardening, FV520, hardened at 450? (BS S145);0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;787.5;24.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, precipitation hardening, FV520, primary and secondary hardened at 450? (BS S144);0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1780.0;10.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, precipitation hardening, FV520, primary and secondary hardened at 540? (BS S143);0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1392.5;13.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, semi-austenitic, 17-7PH, TH1050;0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1082.5;17.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, semi-austenitic, AM-350, SCT 850;0.0;0.00465;0.0;0.00275;0.0;0.981;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;882.5;22.0;0.7119010499999994;0.03112805039577715;0.10076805801355235;27.367087499999993;9.87504381921045;51.067175;2.4068986109498165;33.01906447392901;34.095454764605165;Steels
Stainless steel, semi-austenitic, AM-355, SCT 1000;0.0;0.006;0.0;0.005;0.0;0.977;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1882.5;8.0;0.7325307499999993;0.03248154966860306;0.10071959928572854;28.866987499999993;9.944934542496862;52.299499999999995;2.4609292767617923;33.08397367319441;34.08305302922583;Steels
Stainless steel, semi-austenitic, AM-355, SCT 850;0.0;0.006;0.0;0.005;0.0;0.977;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1510.0;11.0;0.7325307499999993;0.03248154966860306;0.10071959928572854;28.866987499999993;9.944934542496862;52.299499999999995;2.4609292767617923;33.08397367319441;34.08305302922583;Steels
Stainless steel, semi-austenitic, PH15-7Mo, TH1050;0.0;0.006;0.0;0.005;0.0;0.977;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1122.5;15.0;0.7325307499999993;0.03248154966860306;0.10071959928572854;28.866987499999993;9.944934542496862;52.299499999999995;2.4609292767617923;33.08397367319441;34.08305302922583;Steels
Stainless steel, super-austenitic, alloy 20, annealed;0.0;0.006;0.0;0.005;0.0;0.977;0.0;0.00875;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;897.5;19.0;0.7325307499999993;0.03248154966860306;0.10071959928572854;28.866987499999993;9.944934542496862;52.299499999999995;2.4609292767617923;33.08397367319441;34.08305302922583;Steels
Stainless steel, super-austenitic, alloy 904L, annealed;0.0;0.00305;0.0;0.0095;0.0;0.9765;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1617.5;10.0;0.7769708499999994;0.034871457609357503;0.10122789437505593;30.762799999999995;9.813074350808423;53.4556;2.4497504156314025;32.9499998750165;33.96715437611267;Steels
TRIP steel, YS400, cold rolled;0.0;0.00305;0.0;0.004;0.0;0.9755;0.0;0.00875;0.00115;0.0;0.0045;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1600.0;12.0;0.8008245999999993;0.03258340788432379;0.1009426655177762;28.484262499999993;16.045243702722853;52.420075000000004;2.6001683992019355;32.92861869260962;34.20006656185554;Steels
TRIP steel, YS450, cold rolled;0.0;0.00305;0.0;0.004;0.0;0.9755;0.0;0.00875;0.00115;0.0;0.0045;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1342.5;13.0;0.8008245999999993;0.03258340788432379;0.1009426655177762;28.484262499999993;16.045243702722853;52.420075000000004;2.6001683992019355;32.92861869260962;34.20006656185554;Steels
